id,title,authors,abstract,published_date,category,url,last_updated
2601.14013,Robustness for free: asymptotic size and power of max-tests in high dimensions,"Anders Bredahl Kock, David Preinerstorfer","consider testing a zero restriction on the mean of a ddimensional random vector based on an iid sample of size n suppose further that the coordinates are only assumed to possess m2 moments then maxtests based on arithmetic means and critical values derived from gaussian approximations are not guaranteed to be asymptotically valid unless d is relatively small compared to n because said approximation faces a polynomial growth barrier of donm21
we propose a maxtest based on winsorized means and show that it holds the desired asymptotic size even when d grows at an exponential rate in n and the data are adversarially contaminated our characterization of its asymptotic power function shows that these benefits do not come at the cost of reduced asymptotic power the robustified maxtest has identical asymptotic power to that based on arithmetic means whenever the stronger assumptions underlying the latter are satisfied
we also investigate when  and when not  datadriven bootstrap critical values can strictly increase asymptotic power of the robustified maxtest",[Submitted on 20 Jan 2026],Statistics Theory (math.ST),https://arxiv.org/abs/2601.14013,2026-01-27 17:52:59.692787
2601.13627,Are Large Language Models able to Predict Highly Cited Papers? Evidence from Statistical Publications,"Zhanshuo Ye, Yiming Hou, Rui Pan, Tianchen Gao, Hansheng Wang",predicting highlycited papers is a longstanding challenge due to the complex interactions of research content scholarly communities and temporal dynamics recent advances in large language models llms raise the question of whether earlystage textual information can provide useful signals of longterm scientific impact focusing on statistical publications we propose a flexible textcentered framework that leverages llms and structured prompt design to predict highly cited papers specifically we utilize information available at the time of publication including titles abstracts keywords and limited bibliographic metadata using a large corpus of statistical papers we evaluate predictive performance across multiple publication periods and alternative definitions of highly cited papers the proposed approach achieves stable and competitive performance relative to existing methods and demonstrates strong generalization over time textual analysis further reveals that papers predicted as highly cited concentrate on recurring topics such as causal inference and deep learning to facilitate practical use of the proposed approach we further develop a wechat mini program textitstat highly cited papers which provides an accessible interface for earlystage citation impact assessment overall our results provide empirical evidence that llms can capture meaningful early signals of longterm citation impact while also highlighting their limitations as tools for research impact assessment,[Submitted on 20 Jan 2026],Applications (stat.AP),https://arxiv.org/abs/2601.13627,2026-01-27 17:52:59.692787
2601.18484,Tensor decomposition of Demazure crystals for symmetrizable Kac-Moody Lie algebras,Divya Setia,we study the tensor product of demazure crystals for symmetrizable kacmoody lie algebras it is not necessary that the tensor product of demazure crystals is isomorphic to a disjoint union of demazure crystals in this paper we provide necessary and sufficient conditions for the decomposition of the tensor product of demazure crystals as a disjoint union of demazure crystals our results are the generalization of the results proved by anthony joseph and takafumi kouno as an application we obtain a sufficient condition when the product of demazure characters is a linear combination of demazure characters with nonnegative integer coefficients in particular we obtain a partial solution for the key positivity problem,[Submitted on 26 Jan 2026],Representation Theory (math.RT),https://arxiv.org/abs/2601.18484,2026-01-27 17:52:59.692787
2601.181,Spatial-Conditioned Reasoning in Long-Egocentric Videos,"James Tribble, Hao Wang, Si-En Hong, Chaoyi Zhou, Ashish Bastola, Siyu Huang, Abolfazl Razi",longhorizon egocentric video presents significant challenges for visual navigation due to viewpoint drift and the absence of persistent geometric context although recent visionlanguage models perform well on image and shortvideo reasoning their spatial reasoning capability in long egocentric sequences remains limited in this work we study how explicit spatial signals influence vlmbased video understanding without modifying model architectures or inference procedures we introduce sanpod a finegrained reannotation of the google sanpo dataset and benchmark multiple vlms on navigationoriented spatial queries to examine inputlevel inductive bias we further fuse depth maps with rgb frames and evaluate their impact on spatial reasoning our results reveal a tradeoff between generalpurpose accuracy and spatial specialization showing that depthaware and spatially grounded representations can improve performance on safetycritical tasks such as pedestrian and obstruction detection,[Submitted on 26 Jan 2026],Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2601.18100,2026-01-27 17:52:59.692787
2601.17897,UniCog: Uncovering Cognitive Abilities of LLMs through Latent Mind Space Analysis,"Jiayu Liu, Yinhe Long, Zhenya Huang, Enhong Chen",a growing body of research suggests that the cognitive processes of large language models llms differ fundamentally from those of humans however existing interpretability methods remain limited in explaining how cognitive abilities are engaged during llm reasoning in this paper we propose unicog a unified framework that analyzes llm cognition via a latent mind space formulated as a latent variable model unicog encodes diverse abilities from dense model activations into sparse disentangled latent dimensions through extensive analysis on six advanced llms including deepseekv32 and gpt4o we reveal a pareto principle of llm cognition where a shared reasoning core is complemented by abilityspecific signatures furthermore we discover that reasoning failures often manifest as anomalous intensity in latent activations these findings opens a new paradigm in llm analysis providing a cognition grounded view of reasoning dynamics finally leveraging these insights we introduce a latentinformed candidate prioritization strategy which improves reasoning performance by up to 75 across challenging benchmarks our code is available at this https url,[Submitted on 25 Jan 2026],Artificial Intelligence (cs.AI),https://arxiv.org/abs/2601.17897,2026-01-27 17:52:59.692787
2601.17854,How many points contain homothetic copies in their Hurwitz continued fraction expansion?,"Yuto Nakajima, Hiroki Takahasi",we prove that the set of complex irrationals whose partial quotients in their hurwitz continued fraction expansion are naturally regarded as subsets of mathbb z2 and contain infinitely many homothetic copies of any finite subset of mathbb z2 is of hausdorff dimension 1 our result provides a clear and concrete example of multidimensional pattern emergence in numbertheoretic expansions,[Submitted on 25 Jan 2026],Dynamical Systems (math.DS),https://arxiv.org/abs/2601.17854,2026-01-27 17:52:59.692787
2601.15494,Vibe Coding Kills Open Source,"Miklós Koren, Gábor Békés, Julian Hinz, Aaron Lohmann",generative ai is changing how software is produced and used in vibe coding an ai agent builds software by selecting and assembling opensource software oss often without users directly reading documentation reporting bugs or otherwise engaging with maintainers we study the equilibrium effects of vibe coding on the oss ecosystem we develop a model with endogenous entry and heterogeneous project quality in which oss is a scalable input into producing more software users choose whether to use oss directly or through vibe coding vibe coding raises productivity by lowering the cost of using and building on existing code but it also weakens the user engagement through which many maintainers earn returns when oss is monetized only through direct user engagement greater adoption of vibe coding lowers entry and sharing reduces the availability and quality of oss and reduces welfare despite higher productivity sustaining oss at its current scale under widespread vibe coding requires major changes in how maintainers are paid,[Submitted on 21 Jan 2026],General Economics (econ.GN),https://arxiv.org/abs/2601.15494,2026-01-27 17:52:59.692787
2601.18386,ARMOR: Agentic Reasoning for Methods Orchestration and Reparameterization for Robust Adversarial Attacks,"Gabriel Lee Jun Rong, Christos Korgialas, Dion Jia Xu Ho, Pai Chet Ng, Xiaoxiao Miao, Konstantinos N. Plataniotis",existing automated attack suites operate as static ensembles with fixed sequences lacking strategic adaptation and semantic awareness this paper introduces the agentic reasoning for methods orchestration and reparameterization armor framework to address these limitations armor orchestrates three canonical adversarial primitives carliniwagner cw jacobianbased saliency map attack jsma and spatially transformed attacks sta via vision language models vlmguided agents that collaboratively generate and synthesize perturbations through a shared mixing desk large language models llms adaptively tune and reparameterize parallel attack agents in a realtime closedloop system that exploits imagespecific semantic vulnerabilities on standard benchmarks armor achieves improved crossarchitecture transfer and reliably fools both settings delivering a blended output for blind targets and selecting the best attack or blended attacks for whitebox targets using a confidenceandssim score,[Submitted on 26 Jan 2026],Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2601.18386,2026-01-27 17:52:59.692787
2601.1714,Nodal Deficiency of Neumann Eigenfunctions on a Symmetric Dumbbell Domain,"Thomas Beck, Andrew Lyons",we study the nodal deficiency of pairs of neumann eigenfunctions defined over symmetric dumbbell domains as the width of the connecting neck shrinks these eigenfunctions converge to neumann eigenfunctions defined over the ends of the dumbbell together with a onedimensional sturmliouville solution in the neck in this limit the corresponding eigenvalues become degenerate with multiplicity two the nodal deficiency defined as the difference between the eigenvalue index and the nodal domain count is known by the courant nodal domain theorem to be nonnegative we show that for small neck widths the nodal deficiencies of the dumbbell eigenfunctions are no smaller than the nodal deficiencies of the limiting eigenfunctions in the ends and we provide conditions under which equality is achieved as a consequence we establish a criterion for identifying eigenfunctions of zero nodal deficiency for the dumbbell domain,[Submitted on 23 Jan 2026],Analysis of PDEs (math.AP),https://arxiv.org/abs/2601.17140,2026-01-27 17:52:59.692787
2601.1792,"Agentic AI for Self-Driving Laboratories in Soft Matter: Taxonomy, Benchmarks,and Open Challenges","Xuanzhou Chen, Audrey Wang, Stanley Yin, Hanyang Jiang, Dong Zhang",selfdriving laboratories sdls close the loop between experiment design automated execution and datadriven decision making and they provide a demanding testbed for agentic ai under expensive actions noisy and delayed feedback strict feasibility and safety constraints and nonstationarity this survey uses soft matter as a representative setting but focuses on the ai questions that arise in real laboratories we frame sdl autonomy as an agent environment interaction problem with explicit observations actions costs and constraints and we use this formulation to connect common sdl pipelines to established ai principles we review the main method families that enable closed loop experimentation including bayesian optimization and active learning for sample efficient experiment selection planning and reinforcement learning for long horizon protocol optimization and tool using agents that orchestrate heterogeneous instruments and software we emphasize verifiable and provenance aware policies that support debugging reproducibility and safe operation we then propose a capability driven taxonomy that organizes systems by decision horizon uncertainty modeling action parameterization constraint handling failure recovery and human involvement to enable meaningful comparison we synthesize benchmark task templates and evaluation metrics that prioritize cost aware performance robustness to drift constraint violation behavior and reproducibility finally we distill lessons from deployed sdls and outline open challenges in multimodal representation calibrated uncertainty safe exploration and shared benchmark infrastructure,[Submitted on 25 Jan 2026],Artificial Intelligence (cs.AI),https://arxiv.org/abs/2601.17920,2026-01-27 17:52:59.692787
2601.18759,UI Remix: Supporting UI Design Through Interactive Example Retrieval and Remixing,"Junling Wang, Hongyi Lan, Xiaotian Su, Mustafa Doga Dogan, April Yi Wang",designing user interfaces uis is a critical step when launching products building portfolios or personalizing projects yet end users without design expertise often struggle to articulate their intent and to trust design choices existing examplebased tools either promote broad exploration which can cause overwhelm and design drift or require adapting a single example risking design fixation we present ui remix an interactive system that supports mobile ui design through an exampledriven design workflow powered by a multimodal retrievalaugmented generation mmrag model ui remix enables iterative search selection and adaptation of examples at both the global whole interface and local component level to foster trust it presents source transparency cues such as ratings download counts and developer information in an empirical study with 24 end users ui remix significantly improved participants ability to achieve their design goals facilitated effective iteration and encouraged exploration of alternative designs participants also reported that source transparency cues enhanced their confidence in adapting examples our findings suggest new directions for aiassisted exampledriven systems that empower end users to design with greater control trust and openness to exploration,[Submitted on 26 Jan 2026],Human-Computer Interaction (cs.HC),https://arxiv.org/abs/2601.18759,2026-01-27 17:52:59.692787
2601.18695,Normal and Poisson approximation for Gibbs point processes with pair potentials,"Christian Hirsch, Moritz Otto, Anne Marie Svane",we provide a poisson approximation result for dependent thinnings of gibbs point processes as well as qualitative and quantitative central limit theorems for geometric functionals of gibbs point processes in increasing observation windows the present paper extends prior work on finiterange gibbs processes to processes with repulsive pairwise interaction of unbounded interaction range as well as processes on marked euclidean space the proofs rely on coupling different gibbs processes using the disagreement coupling technique which we generalize to infinitevolume domains under a suitable nonpercolation condition for the case of repulsive pairwise interactions we introduce a version of disagreement coupling that constructs the gibbs process by thinning a random connection model thus making previous approximation methods more flexible,[Submitted on 26 Jan 2026],Probability (math.PR),https://arxiv.org/abs/2601.18695,2026-01-27 17:52:59.692787
2601.17902,dLLM-ASR: A Faster Diffusion LLM-based Framework for Speech Recognition,"Wenjie Tian, Bingshen Mu, Guobin Ma, Xuelong Geng, Zhixian Zhao, Lei Xie",automatic speech recognition asr systems based on large language models llms achieve superior performance by leveraging pretrained llms as decoders but their tokenbytoken generation mechanism leads to inference latency that grows linearly with sequence length meanwhile discrete diffusion large language models dllms offer a promising alternative enabling highquality parallel sequence generation with pretrained decoders however directly applying native textoriented dllms to asr leads to a fundamental mismatch between openended text generation and the acoustically conditioned transcription paradigm required by asr as a result it introduces unnecessary difficulty and computational redundancy such as denoising from pure noise inflexible generation lengths and fixed denoising steps we propose dllmasr an efficient dllmbased asr framework that formulates dllms decoding as a priorguided and adaptive denoising process it leverages an asr prior to initialize the denoising process and provide an anchor for sequence length building upon this prior lengthadaptive pruning dynamically removes redundant tokens while confidencebased denoising allows converged tokens to exit the denoising loop early enabling tokenlevel adaptive computation experiments demonstrate that dllmasr achieves recognition accuracy comparable to autoregressive llmbased asr systems and delivers a 444times inference speedup establishing a practical and efficient paradigm for asr,[Submitted on 25 Jan 2026],Sound (cs.SD),https://arxiv.org/abs/2601.17902,2026-01-27 17:52:59.692787
2601.17677,Notes on Tate cohomology,Arpon Raksit,we formulate a definition of tate cohomology in the context of three functor formalisms and we establish basic monoidality and functoriality properties of it in this context our approach to these properties is based on the treatment of nikolausscholze in the setting of local systems of spectra on spaces we discuss a couple of other specific settings of interest that are accommodated by our generalization,[Submitted on 25 Jan 2026],Algebraic Topology (math.AT),https://arxiv.org/abs/2601.17677,2026-01-27 17:52:59.692787
2601.18526,On slope unstable Fano varieties,"Yen-An Chen, Ching-Jui Lai",for fano varieties significant progress has been made recently in the study of kstability while the understanding of the weaker but more algebraic concept of kslope stability remains intricate for instance a conjecture attributed to iskovskikh states that the tangent bundle of a picard rank one fano manifold is slope stable peternellwiśniewski and hwang proved this conjecture up to dimension five in 1998 but kanemitsu later disproved it in 2021 to address this gap in understanding we present a method that aims to characterize the geometry associated with the maximal destabilizing sheaf of the tangent sheaf of a fano variety this approach utilizes modern advancements in the foliated minimal model program in dimension two our approach leads to a complete classification of kslope unstable weak del pezzo surfaces with canonical singularities as byproducts we provide the first conceptual proof that mathbbp1 times mathbbp1 and mathbbf_1 are the only kslope unstable nonsingular del pezzo surfaces recovering a classical result of fahlaoui in 1989 we also uncover a phenomenon that does not occur for fano manifolds there exists a del pezzo surface with type a singularities admitting a weak kählereinstein metric yet whose tangent sheaf is slope unstable,[Submitted on 26 Jan 2026],Algebraic Geometry (math.AG),https://arxiv.org/abs/2601.18526,2026-01-27 17:52:59.692787
2601.17947,FlowMorph: Physics-Consistent Self-Supervision for Label-Free Single-Cell Mechanics in Microfluidic Videos,"Bora Yimenicioglu, Vishal Manikanden","mechanical properties of red blood cells rbcs are promising biomarkers for hematologic and systemic disease motivating microfluidic assays that probe deformability at throughputs of 103106 cells per experiment however existing pipelines rely on supervised segmentation or handcrafted kymographs and rarely encode the laminar stokesflow physics that governs rbc shape evolution we introduce flowmorph a physicsconsistent selfsupervised framework that learns a labelfree scalar mechanics proxy k for each tracked rbc from short brightfield microfluidic videos flowmorph models each cell by a lowdimensional parametric contour advances boundary points through a differentiable capsuleinflow combining laminar advection and curvatureregularized elastic relaxation and optimizes a loss coupling silhouette overlap intracellular flow agreement area conservation wall constraints and temporal smoothness using only automatically derived silhouettes and optical flow
across four public rbc microfluidic datasets flowmorph achieves a mean silhouette iou of 0905 on physicsrich videos with provided velocity fields and markedly improves area conservation and wall violations over purely datadriven baselines on sim 15times 105 centered sequences the scalar k alone separates tanktreading from flipping dynamics with an auc of 0863 using only 200 realtime deformability cytometry rtdc events for calibration a monotone map egk predicts apparent youngs modulus with a mean absolute error of 0118mpa on 600 heldout cells and degrades gracefully under shifts in channel geometry optics and frame rate",[Submitted on 25 Jan 2026],Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2601.17947,2026-01-27 17:52:59.692787
2601.18738,"Roth-type theorems in $K_{s,t}$-free sets","Yifan Jing, Cosmin Pohoata, Max Wenqiang Xu","we show that for all integers 2le sle t any k_stfree subset of n with size omegan11s must contain a nontrivial solution to every fixed translationinvariant linear equation in at least five variables this extends earlier results for sidon sets due to conlonfoxsudakovzhao and prendiville to the full family of k_stfree sets
we also study the corresponding problem in vector spaces over finite fields in mathbb f_qn we obtain stronger quantitative bounds including polylogarithmic savings by combining fourieranalytic transference with polynomialmethod input from the arithmetic cycleremoval lemma of foxlovászsauermann",[Submitted on 26 Jan 2026],Combinatorics (math.CO),https://arxiv.org/abs/2601.18738,2026-01-27 17:52:59.692787
2601.18363,Graphical composition of mapping spaces between modules of configuration-space-type,Semyon Abramyan,"in embedding calculus spaces of embeddings are identified with derived mapping spaces between framed fultonmacphersontype modules framed configuration spaces unfortunately there are no sufficiently good algebraic models for framed fultonmacpherson modules that would allow us to explicitly describe the rational homotopy type of the embedding space recently there were several attempts to avoid dealing with the framed versions of fultonmacpherson modules by considering framed manifolds eg embeddings modulo immersions overlinemathrmemb in a recent paper by fresse turchin and willwacher or embeddings with a deformation of the framing widetildemathrmemb in a recent paper by the author in both cases the rational homotopy type of the corresponding embedding space has an explicit description in terms of graphs hairy graph complexes
we construct a combinatorial graphical composition for the composition of embedding spaces widetildemathrmemb as a step on our way we describe the action of the coinduction functor on configurationspacetype e_nccomodules",[Submitted on 26 Jan 2026],Algebraic Topology (math.AT),https://arxiv.org/abs/2601.18363,2026-01-27 17:52:59.692787
2601.18093,Dimers for degenerating families of M-curves,Takashi Ichikawa,we study dimer models on infinite minimal graphs with focks weights for degenerating families of mcurves of any genus based on works of boutilliercimasonide tilière and bobenko ai bobenko nsuris for a fixed mcurve we show that these dimer models for families of mcurves behave consistently under their degeneration shrinking real circles to points and that they can be calculated as power series in the associated deformation parameters which are regarded as the perturbation of kenyons critical dimer models,[Submitted on 26 Jan 2026],Algebraic Geometry (math.AG),https://arxiv.org/abs/2601.18093,2026-01-27 17:52:59.692787
2601.1741,Black Cell Capacity in Catalan polyominoes,"Jean-Luc Baril, Sela Fried, Nathanaël Hassler, José Luis Ramírez",a catalan word is a sequence w_1w_2cdots w_n of nonnegative integers such that w_10 and w_ileq w_i11 for 2leq ileq n given a catalan word we construct a columnconvex polyomino or emphbargraph by placing at position i a column of height w_i  1 with all columns aligned along their bottom edges on these catalan polyominoes we define the black cell capacity by coloring the cells in a chessboard pattern and we count the number of black cells in the polyomino we study the distribution of the black cell capacity over catalan polyominoes and derive generating functions that encode this statistic,[Submitted on 24 Jan 2026],Combinatorics (math.CO),https://arxiv.org/abs/2601.17410,2026-01-27 17:52:59.692787
2601.1647,Variational Dimension Lifting for Robust Tracking of Nonlinear Stochastic Dynamics,Yonatan L. Ashenafi,nonlinear stochastic motion presents significant challenges for bayesian particle tracking to address this challenge this paper proposes a framework to construct an invertible transformation that maps the nonlinear statespace model ssm into a higherdimensional linear gaussian ssm this approach allows the application of standard lineargaussian inference techniques while maintaining a connection to the dynamics of the original system the paper derives the necessary conditions for such transformations using itos lemma and variational calculus and illustrates the method on a bistable cubic motion model radial brownian process model and a logistic model with multiplicative noise simulations confirm that the transformed linear systems when projected back accurately reconstruct the nonlinear dynamics and in distinct regimes of stiffness and singularity yield tracking accuracy competitive with conventional filters while avoiding their structural instabilities,[Submitted on 23 Jan 2026],Methodology (stat.ME),https://arxiv.org/abs/2601.16470,2026-01-27 17:52:59.692787
2601.14752,Global-local shrinkage priors for modeling random effects in multivariate spatial small area estimation,"Shushi Nishina, Takahiro Onizuka, Shintaro Hashimoto",small area estimation sae plays a central role in survey statistics and epidemiology providing reliable estimates for domains with limited sample sizes the multivariate fayherriot model has been extensively used for this purpose because it enhances estimation accuracy by borrowing strength across multiple correlated variables in this paper we develop a bayesian extension of the multivariate fayherriot model that enables flexible componentspecific shrinkage of the random effects the proposed approach employs globallocal priors formulated through a sandwich mixture representation allowing adaptive regularization of each element of the randomeffect vectors this construction yields greater robustness and prevents excessive shrinkage in areas exhibiting strong underlying signals in addition we incorporate spatial dependence into the model to account for geographical correlation across small areas the resulting spatial multivariate framework simultaneously exploits crossvariable relationships and spatial structure yielding improved estimation efficiency the utility of the proposed method is demonstrated through simulation studies and an empirical application to real survey data,[Submitted on 21 Jan 2026],Methodology (stat.ME),https://arxiv.org/abs/2601.14752,2026-01-27 17:52:59.692787
2601.13561,Additive-Functional Approach to Transport in Periodic and Tilted Periodic Potentials,"Sang Yang, Zhixin Peng",in this letter we clarify the physical origin of effective transport in periodic and tilted periodic systems when brownian dynamics is examined on the scale of a single period the particle displacement admits a natural separation into a bounded part associated with recurrent motion within the periodic landscape and an unbounded stochastic part that grows in time and carries the net transport we show that effective drift and diffusion are governed entirely by this unbounded component while local potentialinduced fluctuations contribute only bounded corrections treating the displacement as an additive functional of the stochastic dynamics provides a rigorous formulation of this separation and leads to a correctormartingale representation at the trajectory level within this framework classical resultsincluding the lifsonjackson formula for unbiased periodic systems and the stratonovich expressions for tilted periodic potentialsfollow as direct consequences of the same underlying structure the same perspective extends naturally to higherdimensional periodic environments recovering the standard homogenized transport tensors,"[Submitted on 20 Jan 2026 (v1), last revised 25 Jan 2026 (this version, v2)]",Statistical Mechanics (cond-mat.stat-mech),https://arxiv.org/abs/2601.13561,2026-01-27 17:52:59.692787
2601.1536,Robust X-Learner: Breaking the Curse of Imbalance and Heavy Tails via Robust Cross-Imputation,Eichi Uehara,estimating heterogeneous treatment effects hte in industrial applications such as adtech and healthcare presents a dual challenge extreme class imbalance and heavytailed outcome distributions while the xlearner framework effectively addresses imbalance through crossimputation we demonstrate that it is fundamentally vulnerable to outlier smearing when reliant on mean squared error mse minimization in this failure mode the bias from a few extreme observations whales in the minority group is propagated to the entire majority group during the imputation step corrupting the estimated treatment effect structure to resolve this we propose the robust xlearner rxlearner this framework integrates a redescending gammadivergence objective  structurally equivalent to the welsch loss under gaussian assumptions  into the gradient boosting machinery we further stabilize the nonconvex optimization using a proxy hessian strategy grounded in majorizationminimization mm principles empirical evaluation on a semisynthetic criteo uplift dataset demonstrates that the rxlearner reduces the precision in estimation of heterogeneous effect pehe metric by 986 compared to the standard xlearner effectively decoupling the stable core population from the volatile periphery,[Submitted on 21 Jan 2026],Machine Learning (stat.ML),https://arxiv.org/abs/2601.15360,2026-01-27 17:52:59.692787
2601.13468,Resampling-free Inference for Time Series via RKHS Embedding,"Deep Ghoshal, Xiaofeng Shao",in this article we study nonparametric inference problems in the context of multivariate or functional time series including testing for goodnessoffit the presence of a change point in the marginal distribution and the independence of two time series among others most methodologies available in the existing literature address these problems by employing a bandwidthdependent bootstrap or subsampling approach which can be computationally expensive andor sensitive to the choice of bandwidth to address these limitations we propose a novel class of kernelbased tests by embedding the data into a reproducing kernel hilbert space and construct test statistics using sample splitting projection and selfnormalization sn techniques through a new conditioning technique we demonstrate that our test statistics have pivotal limiting null distributions under strong mixing and mild moment assumptions we also analyze the limiting power of our tests under local alternatives finally we showcase the superior size accuracy and computational efficiency of our methods as compared to some existing ones,"[Submitted on 19 Jan 2026 (v1), last revised 21 Jan 2026 (this version, v2)]",Methodology (stat.ME),https://arxiv.org/abs/2601.13468,2026-01-27 17:52:59.692787
2601.16929,Partial Hasse invariants for genus zero curves in Hilbert modular varieties,"Gabriele Bogo, Yingkun Li",we construct characteristiczero lifts of partial hasse invariants for genus zero noncompact curves in hilbert modular varieties the construction is based on recent results on the associated picardfuchs differential equations as an application we relate the size of the nonordinary locus of the modulo p reduction of these curves to the dimension of spaces of twisted modular forms we compute it explicitly for several teichmüller curves obtaining deuringlike formulae moreover we study the modulo p reduction of twisted modular forms on not necessarily arithmetic genuszero fuchsian groups with modular embedding,[Submitted on 23 Jan 2026],Number Theory (math.NT),https://arxiv.org/abs/2601.16929,2026-01-27 17:52:59.692787
2601.18424,Fusion of Spatio-Temporal and Multi-Scale Frequency Features for Dry Electrodes MI-EEG Decoding,"Tianyi Gong, Can Han, Junxi Wu, Dahong Qian",dryelectrode motor imagery electroencephalography mieeg enables fast comfortable realworld brain computer interface by eliminating gels and shortening setup for athome and wearable this http url dry recordings pose three main issues lower signaltonoise ratio with more baseline drift and sudden transients weaker and noisier data with poor phase alignment across trials and bigger variances between sessions these drawbacks lead to larger data distribution shift making features less stable for mieeg this http url address these problems we introduce stgmfm a tribranch framework tailored for dryelectrode mieeg which models complementary spatiotemporal dependencies via dual graph orders and captures robust envelope dynamics with a multiscale frequency mixing branch motivated by the observation that amplitude envelopes are less sensitive to contact variability than instantaneous waveforms physiologically meaningful connectivity priors guide learning and decisionlevel fusion consolidates a noisetolerant consensus on our collected dryelectrode mieeg stgmfm consistently surpasses competitive cnntransformergraph baselines codes are available at this https url,[Submitted on 26 Jan 2026],Human-Computer Interaction (cs.HC),https://arxiv.org/abs/2601.18424,2026-01-27 17:52:59.692787
2601.18127,The Limits of AI Data Transparency Policy: Three Disclosure Fallacies,"Judy Hanwen Shen, Ken Liu, Angelina Wang, Sarah H. Cen, Andy K. Zhang, Caroline Meinhardt, Daniel Zhang, Kevin Klyman, Rishi Bommasani, Daniel E. Ho",data transparency has emerged as a rallying cry for addressing concerns about ai data quality privacy and copyright chief among them yet while these calls are crucial for accountability current transparency policies often fall short of their intended aims similar to nutrition facts for food policies aimed at nutrition facts for ai currently suffer from a limited consideration of research on effective disclosures we offer an institutional perspective and identify three common fallacies in policy implementations of data disclosures for ai first many data transparency proposals exhibit a specification gap between the stated goals of data transparency and the actual disclosures necessary to achieve such goals second reform attempts exhibit an enforcement gap between required disclosures on paper and enforcement to ensure compliance in fact third policy proposals manifest an impact gap between disclosed information and meaningful changes in developer practices and public understanding informed by the social science on transparency our analysis identifies affirmative paths for transparency that are effective rather than merely symbolic,[Submitted on 26 Jan 2026],Computers and Society (cs.CY),https://arxiv.org/abs/2601.18127,2026-01-27 17:52:59.692787
2601.17907,FARM: Few-shot Adaptive Malware Family Classification under Concept Drift,"Numan Halit Guldemir, Oluwafemi Olukoya, Jesús Martínez-del-Rincón",malware classification models often face performance degradation due to concept drift arising from evolving threat landscapes and the emergence of novel malware families this paper presents farm fewshot adaptive recognition of malware a framework designed to detect and adapt to both covariate and label drift in windows portable executable pe malware classification farm leverages a triplet autoencoder to project samples into a discriminative latent space enabling unsupervised drift detection via dbscan clustering and dynamic thresholding for rapid adaptation it employs fewshot learning using prototypebased classification requiring only a handful of labeled samples farm also supports full retraining when enough drifted samples accumulate updating the latent space for longterm integration experiments on the benchmfc dataset demonstrate that farm improves classification performance under covariate drift by 56 and achieves an average f1 score of 085 on unseen malware families using only fewshot adaptation which further increases to 094 after retraining these results highlight farms robustness and adaptability in dynamic malware detection environments under limited supervision,[Submitted on 25 Jan 2026],Cryptography and Security (cs.CR),https://arxiv.org/abs/2601.17907,2026-01-27 17:52:59.692787
2601.17844,RAICL: Retrieval-Augmented In-Context Learning for Vision-Language-Model Based EEG Seizure Detection,"Siyang Li, Zhuoya Wang, Xiyan Gui, Xiaoqing Chen, Ziwei Wang, Yaozhi Wen, Dongrui Wu",electroencephalogram eeg decoding is a critical component of medical diagnostics rehabilitation engineering and braincomputer interfaces however contemporary decoding methodologies remain heavily dependent on taskspecific datasets to train specialized neural network architectures consequently limited data availability impedes the development of generalizable large brain decoding models in this work we propose a paradigm shift from conventional signalbased decoding by leveraging largescale visionlanguage models vlms to analyze eeg waveform plots by converting multivariate eeg signals into stacked waveform images and integrating neuroscience domain expertise into textual prompts we demonstrate that foundational vlms can effectively differentiate between different patterns in the human brain to address the inherent nonstationarity of eeg signals we introduce a retrievalaugmented incontext learning raicl approach which dynamically selects the most representative and relevant fewshot examples to condition the autoregressive outputs of the vlm experiments on eegbased seizure detection indicate that stateoftheart vlms under raicl achieved better or comparable performance with traditional time series based approaches these findings suggest a new direction in physiological signal processing that effectively bridges the modalities of vision language and neural activities furthermore the utilization of offtheshelf vlms without the need for retraining or downstream architecture construction offers a readily deployable solution for clinical applications,[Submitted on 25 Jan 2026],Human-Computer Interaction (cs.HC),https://arxiv.org/abs/2601.17844,2026-01-27 17:52:59.692787
2601.177,Lyapunov Stability for nonautonomous systems on Manifolds,"Li Deng, Xin Li",this paper studies the uniformly asymptotic stability of nonautonomous systems on riemannian manifolds we establish corresponding lyapunovtype theorems theorems 21 and 22 extending classical euclidean results eg 9 theorems 49 and 410 to curved spaces our main contributions are i an estimate for the domain of attraction linked to the equilibrium points injectivity radius where under suitable conditions this radius can be bounded using the sectional curvature proposition 21 ii a demonstration that this estimate depends on the choice of the riemannian metric examples 21 and 22 and remark 24 and iii a refined estimate compared to the euclidean case as detailed in item 6 of remark 21 and in remark 23,[Submitted on 25 Jan 2026],Dynamical Systems (math.DS),https://arxiv.org/abs/2601.17700,2026-01-27 17:52:59.692787
2601.18559,Brownian motion on reflection quantum groups. Construction and cutoff,Jean Delhaye,t in this study we construct an analog of the brownian motion on free reflection quantum groups and compute its cutoff profile,[Submitted on 26 Jan 2026],Operator Algebras (math.OA),https://arxiv.org/abs/2601.18559,2026-01-27 17:52:59.692787
